id_student,id_site,date,sum_click
11202,298,189,16
10915,22,111,24
11365,338,109,13
11765,36,72,20
10786,129,142,26
10597,599,116,20
10540,102,8,13
10086,436,109,25
11611,531,154,20
10098,197,187,11
11630,592,196,19
10250,496,173,13
11103,218,44,17
11564,144,220,17
11538,372,43,25
11405,22,105,11
10246,67,116,22
11677,451,214,13
11890,402,145,27
11891,273,178,21
11157,388,103,22
10618,239,217,21
11107,543,131,19
10979,153,15,15
10648,428,248,29
10880,227,118,15
11645,421,241,24
11107,361,100,25
11222,82,143,16
10156,517,31,23
10853,520,192,21
11836,332,63,33
11733,565,194,13
11687,394,131,19
10702,585,27,14
11349,412,82,19
10016,301,88,18
11356,192,140,13
11451,36,120,16
10250,396,203,16
11099,42,201,22
11115,507,143,19
10372,413,119,15
11789,300,152,20
11966,432,35,19
10667,114,129,18
11112,333,173,17
11129,296,242,16
10449,226,32,20
11801,599,243,21
11735,499,34,22
11596,346,156,24
11065,132,167,25
11627,532,144,26
10826,537,167,18
10751,299,89,17
11404,454,126,19
11512,479,92,19
10442,163,221,28
11352,217,174,26
10218,401,245,15
10038,275,131,28
10620,548,92,19
10630,531,86,18
11154,191,9,19
11912,186,237,22
10685,572,237,21
10442,26,185,15
10237,547,58,23
10755,249,132,24
11464,37,21,22
11847,85,158,19
11703,217,30,19
11793,403,35,20
10492,291,16,20
11196,49,89,20
11241,360,157,20
11346,212,212,14
10666,341,23,34
10796,75,246,20
11424,239,121,23
10359,14,152,24
11918,60,238,18
11653,120,118,11
11345,595,42,16
10312,46,44,26
11197,580,81,28
11423,579,19,25
10893,562,63,22
10481,397,172,18
11553,597,198,17
10744,442,10,16
10265,120,6,21
10547,424,40,24
10650,353,19,22
11257,248,1,17
10983,313,172,14
11468,254,206,29
10028,275,150,20
11011,290,38,22
11363,576,76,23
10732,376,211,28
10170,76,64,29
10307,288,17,19
11014,415,27,20
10528,584,216,20
11336,340,14,15
11044,234,48,18
10375,403,61,27
11011,594,188,30
10515,198,6,17
11314,242,235,16
11535,48,9,20
11705,571,98,23
10628,126,176,21
11388,464,86,14
11036,137,117,15
11059,569,90,21
10551,187,124,21
11675,391,148,12
11112,518,67,10
10882,458,107,28
11381,132,58,15
10638,420,109,12
10208,135,55,18
11294,460,46,16
11136,586,116,30
10250,557,78,21
11269,141,137,19
11169,431,58,24
10739,502,182,24
11857,219,97,20
10831,479,17,15
11010,456,235,23
11629,367,72,17
11410,487,231,28
11917,166,107,22
11948,270,158,19
10082,346,190,14
11103,62,68,14
10333,265,151,19
11702,65,73,23
11685,353,197,23
10194,57,211,15
11676,19,56,18
11617,87,236,11
10867,568,4,22
11748,276,26,22
10981,228,51,18
11197,223,72,26
11432,63,75,25
11164,479,80,17
11252,549,50,26
10249,239,186,15
10821,62,114,21
10278,43,90,24
10324,515,9,25
10595,5,39,22
11100,521,189,19
11193,249,217,14
11729,343,130,22
10181,119,163,19
11867,523,119,27
10257,327,49,28
10584,493,54,19
11652,366,58,21
11743,335,19,29
11304,165,68,20
11950,210,94,18
11298,42,128,24
11380,510,235,22
11916,142,157,12
11479,4,211,26
10497,42,196,20
10422,278,94,20
10924,102,209,17
11646,249,248,18
10334,496,12,19
11282,248,43,17
10036,126,132,30
11068,581,166,23
10557,104,109,25
10714,324,186,18
11520,1,177,19
11122,352,228,22
10682,168,242,19
10828,333,146,14
11126,96,74,20
11606,246,174,17
10083,180,196,13
11505,541,142,22
11367,64,124,19
10138,191,116,16
10673,211,107,18
11027,166,68,23
11250,510,182,18
10054,459,2,21
10583,91,245,14
11828,500,89,18
10365,134,135,21
11222,576,6,22
10792,229,91,16
11745,288,66,18
11804,2,104,15
10865,427,100,22
10498,307,104,13
10584,148,45,17
11413,126,78,27
10258,251,142,18
11367,232,40,26
11245,533,243,24
11426,515,241,13
11941,411,175,16
10055,278,48,21
10740,503,218,21
10278,285,191,17
10159,144,3,25
11755,72,152,26
11973,418,56,16
11580,275,111,20
11472,577,53,26
10073,47,190,18
10824,566,229,18
10062,148,97,22
11703,283,247,19
10020,576,216,21
11845,361,64,29
10432,12,138,23
10588,81,105,19
11136,260,197,34
11921,184,197,23
11434,592,209,7
11341,52,238,22
11817,426,221,14
11901,503,241,18
10771,390,18,23
10119,130,226,19
10591,381,19,22
11345,320,19,10
10748,220,227,22
10898,3,185,16
11532,312,68,15
11580,178,39,22
10810,180,156,23
10346,376,45,17
10757,12,162,25
10412,50,107,12
11645,589,18,25
10788,235,246,25
11770,263,26,21
11737,468,211,24
11727,297,110,23
11498,256,108,22
11093,407,154,26
11013,249,26,21
11563,310,78,17
11211,588,171,16
11766,217,177,20
11178,39,139,24
10998,253,186,25
10574,348,15,24
10984,298,162,18
10634,497,17,16
11154,86,204,16
10814,154,14,21
10025,29,25,21
11299,504,57,22
11171,592,11,22
10154,196,184,16
11429,520,142,30
11647,181,95,21
10722,129,186,14
10404,42,164,22
11846,46,160,28
11879,556,67,32
10429,315,136,25
10332,234,143,24
11884,7,68,17
11751,240,176,22
10535,105,56,20
10431,326,32,16
11469,130,212,13
11638,174,41,22
11165,216,105,24
11620,269,76,18
11024,590,158,22
10189,191,142,22
10610,69,248,19
10533,97,79,22
11952,456,132,25
11366,472,213,14
10936,97,144,26
10255,472,136,20
10096,27,17,21
11201,199,59,27
11446,508,213,14
11124,168,74,28
11492,319,243,23
10338,251,136,20
10849,117,171,17
10729,257,209,15
10494,91,6,18
11267,80,161,16
11694,256,221,17
11488,571,139,23
10805,180,1,17
10839,384,80,18
11206,461,14,16
11950,228,94,22
10530,438,208,28
10640,237,135,21
11469,15,195,18
10687,346,221,15
11945,394,47,10
11628,475,202,20
11257,356,136,18
10604,346,140,16
10073,583,74,22
10740,171,110,18
11472,93,133,24
10938,220,178,18
10032,455,64,14
11146,439,111,27
10989,239,135,14
10193,161,71,22
11189,105,95,22
10807,451,225,20
10225,35,164,27
11579,581,116,26
10852,176,243,17
11339,138,105,21
11611,556,178,22
10846,475,104,25
10285,596,35,25
10432,106,92,27
10632,198,133,17
11374,553,102,18
11783,89,192,18
10366,487,83,25
11108,506,178,19
10669,385,51,18
10806,140,93,22
11149,147,162,20
10285,281,215,29
11365,571,218,20
11674,170,167,22
11443,285,75,27
11865,297,41,19
10836,588,67,22
11437,254,100,16
10392,101,174,13
10823,525,56,20
10973,283,68,19
10037,73,231,21
10716,223,17,13
10076,354,202,19
11465,475,194,24
11482,597,103,20
10745,276,88,20
10159,119,26,18
10261,312,208,22
10488,313,198,16
10557,478,108,20
10644,253,92,23
10297,536,18,22
11882,301,18,19
11607,14,236,15
10213,185,80,25
11616,67,142,26
10353,360,126,25
10842,529,179,27
10221,144,109,13
11451,224,234,21
10343,351,60,21
10080,216,167,25
10342,60,40,15
10712,89,31,21
10428,429,195,20
10479,113,89,19
11717,64,164,9
11429,219,142,20
10790,528,134,22
10640,420,63,20
10263,359,34,13
11834,279,95,19
10665,295,210,12
10271,400,216,17
10606,84,85,18
10255,114,71,23
10602,474,170,15
11626,382,220,20
11429,29,220,22
10461,567,184,22
11551,222,223,21
11575,496,120,27
10774,224,50,20
10669,227,100,20
10414,297,129,16
10008,483,232,16
11733,549,123,25
11543,191,80,24
10812,313,57,18
10924,438,126,23
11610,583,68,20
10028,186,218,13
11988,451,72,24
10743,544,163,18
10590,288,199,10
10059,63,212,18
11637,172,186,17
10618,522,81,23
11548,272,137,15
10963,95,196,23
11748,282,75,16
10618,456,37,33
10858,320,55,21
11891,233,126,20
10459,485,238,18
10143,357,95,17
10958,215,52,20
11035,188,59,18
10441,242,138,20
11546,182,74,28
10429,86,89,25
11015,373,82,16
10490,523,103,23
10517,67,244,23
10428,367,26,24
11049,205,168,22
11728,257,157,10
10675,24,179,23
10060,156,88,18
11279,116,125,15
11717,87,108,21
10993,135,91,22
11982,236,249,18
10490,267,111,27
11951,531,84,12
10521,466,180,20
11469,164,134,19
10879,380,131,36
11651,298,143,24
11977,299,182,23
10220,178,12,18
11185,503,3,22
10080,40,64,20
10270,476,69,12
11894,233,195,25
11679,80,73,18
10415,505,240,26
11951,280,65,25
11549,534,203,28
11335,203,248,21
10021,127,88,19
10244,174,130,9
10405,103,94,14
11644,107,133,23
10325,362,96,22
10278,182,52,27
11418,286,26,15
10219,233,112,22
11524,101,94,13
11271,95,56,29
10775,249,104,18
11741,107,156,24
10113,207,86,19
10370,500,27,15
11381,481,243,21
11192,429,138,17
11456,122,20,20
10461,250,140,23
10037,59,146,15
10962,567,129,22
11121,543,126,14
10670,251,81,22
11980,291,166,22
10285,80,225,19
11530,572,104,19
11805,325,194,16
10845,499,97,25
10562,443,82,12
10080,489,94,22
10042,433,201,18
10975,542,136,11
10454,367,117,21
11530,78,135,21
10292,344,42,22
10202,342,69,28
11091,7,53,19
10891,9,227,24
10394,147,56,15
11868,4,33,15
11542,376,126,16
11925,324,192,17
11984,122,199,15
10542,93,143,13
11955,482,162,17
11814,3,66,17
11271,264,59,19
11698,149,90,18
10579,417,118,15
11188,377,8,23
11636,99,172,18
11722,375,182,15
11706,178,130,17
11116,280,148,20
11085,116,62,19
10267,213,221,21
11942,503,98,34
11320,286,172,25
10783,447,230,16
10924,384,105,18
11281,68,42,19
10204,518,213,22
11567,422,93,16
10401,278,51,18
11570,372,161,16
11451,408,247,17
11883,85,241,14
10297,547,90,21
11275,17,69,22
11408,230,2,15
10003,4,95,24
10233,540,217,19
11838,332,131,21
10811,355,64,16
10671,200,15,19
10712,440,9,15
10311,376,37,23
10056,338,115,23
10318,244,219,25
10600,395,158,20
11552,16,99,18
11359,565,81,27
10217,305,192,24
11378,486,72,16
10644,336,148,21
11751,571,43,27
10019,285,224,17
11025,55,129,31
11805,315,54,18
10541,154,44,13
11556,180,48,20
10322,344,135,18
10269,274,181,20
11937,301,244,27
10794,402,165,23
10483,415,145,15
10436,272,93,23
11079,507,247,19
11984,193,60,20
10259,236,116,10
10062,267,144,17
10159,136,89,24
10954,419,237,19
11578,356,100,12
10769,94,162,10
10062,48,172,23
11683,199,128,14
10672,112,162,19
10107,420,168,21
11994,337,170,21
10937,328,37,13
11238,326,83,14
11409,277,34,18
11916,418,249,22
10383,444,32,19
11515,362,76,22
11875,366,222,23
11573,492,243,28
10205,595,39,23
10502,498,227,17
10471,573,1,12
11196,71,188,15
10078,289,117,22
10441,124,200,18
11397,399,165,26
10323,287,146,17
10217,415,148,12
11297,515,122,18
11840,129,36,21
10855,512,199,26
10670,310,125,21
10125,588,227,22
10357,405,105,22
11171,416,208,12
11036,114,122,24
11160,5,113,18
10415,20,89,17
11229,444,195,35
10946,236,79,20
11305,179,124,22
10817,292,91,13
11193,469,131,9
11272,250,33,16
10384,285,205,16
11610,548,122,13
10095,256,85,14
11011,450,101,26
11004,98,167,26
10605,111,9,15
11288,586,73,28
11202,592,62,24
10897,578,18,19
10206,192,34,18
10989,137,73,12
11183,72,13,21
10528,24,192,27
10298,239,148,14
11069,14,18,16
10664,294,139,20
11301,422,110,26
10416,415,130,19
11347,183,131,27
11721,310,55,20
10435,176,202,20
10967,407,125,15
10600,239,65,13
10533,20,112,26
11766,375,209,19
10599,272,222,15
10106,149,182,17
10060,584,141,17
10322,557,68,14
10892,561,226,20
11788,283,12,23
10192,176,124,28
10170,435,201,15
10658,160,174,19
10258,301,240,14
10245,298,107,19
10567,308,173,18
10504,63,115,18
11050,538,220,18
10643,462,51,18
11215,448,36,22
10965,491,196,19
10335,81,167,23
10487,449,159,20
11809,287,121,22
10680,506,125,23
11667,67,161,19
10949,415,160,15
11431,596,158,12
10085,100,185,19
10255,404,141,15
10756,370,247,21
11741,425,97,25
10346,201,47,18
11143,337,156,23
10304,54,99,28
11684,384,69,20
10688,480,188,19
11071,434,120,16
10755,534,155,19
10941,16,1,19
11797,277,235,23
11663,447,166,31
11231,431,124,24
11278,21,163,20
11919,64,54,16
10426,313,83,19
10413,540,75,10
11255,384,124,15
11513,317,167,15
11380,250,93,12
10442,512,122,33
11387,172,77,24
11788,375,79,21
11453,41,219,9
10418,40,142,19
11872,124,14,16
10682,224,225,18
10220,416,54,13
11044,582,216,16
10576,204,31,21
11602,521,3,13
10346,574,127,19
11785,431,68,23
11459,587,57,20
10422,306,173,22
10039,382,128,14
11057,250,92,18
10000,340,90,29
10530,26,122,18
10650,402,140,19
11270,267,213,29
10847,520,56,22
10947,512,117,18
10685,317,247,23
10990,235,244,17
11550,424,202,13
11802,281,172,26
11599,206,4,19
10693,308,243,24
11454,522,196,24
10176,123,109,19
11014,537,106,17
10180,585,122,17
11184,426,128,16
11962,570,141,19
11801,28,168,27
10046,50,112,14
11015,91,84,28
10170,282,202,14
10534,505,219,24
11966,520,148,22
11796,489,80,12
11842,359,114,15
10216,522,229,24
11687,570,99,19
10065,503,103,25
11319,207,230,17
10261,298,20,18
10993,107,189,25
10808,153,240,16
10123,299,126,21
10135,585,10,25
11413,9,109,15
10762,374,78,20
10208,91,68,21
10008,56,148,17
11853,495,107,19
10221,599,81,27
11178,9,194,19
10969,270,40,25
11206,362,46,17
11823,388,199,16
10075,162,212,19
11351,203,175,17
10119,116,235,15
10165,310,172,14
11163,346,171,18
11821,305,185,18
11103,376,22,23
10108,194,187,21
10207,445,96,23
11012,69,46,23
10271,297,85,18
11818,441,189,12
10415,122,30,18
11790,383,243,11
10597,487,49,26
11928,144,151,20
11906,104,171,22
11200,597,151,18
10741,21,166,23
10918,269,168,15
10853,475,136,15
10284,335,180,25
10543,429,21,14
10497,164,164,15
11507,109,46,20
11352,302,224,20
10356,133,34,21
11021,455,241,25
10689,95,49,21
10238,576,122,23
11663,315,152,18
11026,83,60,19
10604,122,80,19
10949,370,142,25
10713,231,124,15
11221,51,227,15
10678,109,193,31
10601,425,180,14
11347,84,236,18
10555,515,7,20
11110,192,175,13
11111,562,13,16
10020,535,61,18
11331,227,200,17
11287,26,149,21
11421,194,150,18
11320,375,61,19
10029,578,114,16
10200,97,114,20
10141,460,133,15
11869,85,66,27
10202,474,60,27
10052,116,173,17
11223,197,89,18
10091,122,233,19
11620,218,128,10
10851,222,127,28
11918,501,222,25
11363,338,3,32
10880,144,156,19
10187,114,159,17
11893,367,96,16
11075,461,149,20
10445,9,155,18
11541,410,80,15
11642,569,42,18
10024,99,1,24
11166,402,134,15
11479,570,209,20
11501,413,189,29
11503,327,157,16
10382,541,55,19
11590,497,158,18
11605,189,174,17
10533,285,14,14
11517,316,135,26
10713,117,49,24
11515,17,221,13
10434,79,63,20
10647,455,144,23
11301,423,169,27
10326,91,158,22
11285,185,27,29
11685,177,111,18
11319,404,197,22
10144,164,138,22
10266,52,42,17
10234,494,248,19
11348,313,85,18
10329,417,168,23
10568,95,68,14
10927,396,132,16
11545,355,115,24
11027,582,157,16
11624,451,6,14
11501,17,15,18
10709,323,50,22
11720,88,177,30
10239,596,113,26
11863,15,12,15
10999,437,238,16
11535,202,57,24
11263,478,204,25
10648,577,140,20
10589,586,241,16
11455,419,160,20
11438,224,143,22
10150,343,8,18
10432,215,28,23
10821,301,188,26
10474,335,100,16
10305,72,92,16
11318,344,93,18
11188,193,195,23
10400,19,223,19
11128,280,231,24
10437,446,104,23
11598,70,156,23
10635,376,43,16
10635,384,79,25
11317,133,135,23
11591,79,134,24
10838,225,237,18
10793,141,49,24
10203,190,184,24
10667,584,201,18
11885,548,6,23
10177,325,231,22
11326,590,227,22
11037,100,122,20
11457,290,185,25
11810,243,188,17
11517,468,228,24
10765,228,167,20
10250,566,162,20
10201,342,245,16
11065,330,155,25
11980,109,137,22
11999,26,218,27
11993,61,93,18
10377,224,7,18
11361,199,47,16
10811,418,210,28
11348,227,201,24
11700,222,245,18
10935,52,222,23
11504,359,19,21
10544,147,85,19
10827,391,67,18
11933,121,69,14
10675,533,128,21
10676,350,112,11
11987,211,65,20
11983,57,239,19
11393,243,194,23
11616,585,92,25
10332,567,9,13
10280,350,129,21
11203,468,176,20
10577,513,157,17
11253,230,130,21
10817,211,171,18
11718,165,2,22
11869,159,67,21
11623,224,226,17
11655,111,30,25
11574,549,68,17
11379,55,19,23
11966,430,212,26
11129,191,243,22
11388,154,122,21
10594,554,248,19
11477,196,74,18
10315,79,225,27
10487,172,129,27
11261,302,242,17
10952,250,187,20
10878,90,86,22
10591,233,60,28
11511,330,177,19
10860,353,94,22
10465,74,138,18
10942,530,106,21
11940,141,22,19
10822,532,232,25
10017,386,125,14
11390,448,100,23
10490,40,16,12
10101,245,191,21
10962,178,100,13
11701,105,107,22
10629,577,222,21
10445,282,106,17
11467,379,31,17
11877,428,99,20
10090,25,155,14
10406,203,80,22
10856,446,109,18
10096,441,17,21
11258,161,228,21
10234,75,111,13
10005,20,67,18
10269,304,88,28
11977,485,57,28
11526,276,31,12
11780,472,48,23
10444,408,197,23
10941,328,38,24
10523,270,2,17
10422,562,189,15
10223,579,1,20
10740,82,65,15
11829,275,149,21
11493,545,65,22
10277,141,81,18
11262,397,6,28
10129,61,187,23
11835,354,129,21
10240,243,171,16
11982,527,239,14
11418,283,156,21
10440,189,198,15
10740,227,34,23
11094,429,36,20
11226,501,152,19
10965,381,157,8
11153,153,149,28
10628,316,107,26
11195,567,124,19
11735,457,209,22
11385,510,224,24
10403,172,17,16
11677,221,60,17
11798,162,16,26
11514,528,120,24
10005,376,69,16
11189,559,22,20
10848,577,61,13
11123,492,210,18
11203,451,201,22
11891,305,239,19
10277,141,90,15
11763,115,248,31
11228,525,219,25
11800,298,76,17
10611,206,171,24
11517,353,150,26
10910,224,28,24
10267,577,17,25
10832,58,236,14
11679,394,43,18
11351,29,1,22
11143,440,106,18
10240,576,198,16
10642,525,57,28
11252,49,84,19
11841,106,243,37
11447,373,76,23
11071,414,247,18
10220,122,69,23
10195,486,33,21
10918,488,169,25
10021,161,89,23
10608,19,220,16
10191,353,1,20
11571,563,127,24
10408,562,199,21
10086,66,243,19
11089,30,95,20
10960,520,93,18
11064,7,186,14
10471,532,202,19
10420,121,43,17
10631,551,124,22
11653,336,145,22
10503,546,8,18
11907,4,3,14
10416,563,197,17
10551,123,116,24
10833,455,117,24
11031,537,65,14
10462,37,37,16
11200,599,70,12
11329,317,101,20
11229,358,77,20
10911,154,211,19
10367,144,49,14
10918,519,41,21
10566,309,34,17
10111,314,195,19
10712,297,223,19
10267,520,16,24
11423,566,79,24
10182,540,73,11
11902,118,186,17
11240,26,23,16
11133,404,55,21
10881,462,30,19
10927,206,155,19
10617,169,240,18
10557,102,120,21
11966,479,159,23
11232,253,228,24
10650,474,34,20
10096,185,189,25
10253,309,118,19
11034,238,219,19
10434,573,139,19
11779,273,231,24
10694,126,29,13
10955,449,95,16
11109,391,31,17
10724,17,113,22
11011,594,12,16
10378,496,152,28
10505,167,80,22
10278,500,16,24
11969,90,126,15
11307,62,208,21
10840,435,6,22
10546,14,110,26
11812,373,49,23
11200,589,120,23
10952,338,94,22
11279,287,175,21
10156,122,187,20
10855,526,22,18
10236,53,215,17
10701,275,151,17
11319,202,79,15
10614,339,2,16
11117,214,37,24
10065,177,25,12
10417,297,4,19
11957,157,84,24
11149,519,129,26
10825,216,115,16
10405,136,134,19
10060,442,232,19
10459,370,234,30
10476,342,75,23
10671,312,248,22
10908,217,174,16
11237,491,78,22
10222,343,112,21
10254,231,78,21
10360,123,240,16
10772,590,117,22
11026,525,176,18
10895,463,15,18
11566,238,14,30
11015,64,36,20
10336,213,182,16
10518,358,141,17
11685,252,36,29
11200,438,47,20
11348,31,31,24
11900,395,152,25
11866,471,107,22
10509,161,215,20
11213,44,197,19
11579,366,9,14
11255,135,179,17
11880,308,57,27
10626,525,70,22
10991,212,116,14
11591,179,39,19
10773,312,243,26
10022,286,27,17
11686,504,121,18
10234,225,229,15
10745,365,104,22
11269,429,181,22
10186,306,90,20
10757,444,92,17
11062,48,175,22
11208,61,159,17
11456,299,1,12
10132,60,135,16
11894,401,29,25
11985,584,209,19
11207,431,206,20
10679,316,63,22
10233,185,3,18
10294,310,226,17
10716,112,163,24
10152,305,186,20
11788,547,80,22
10929,127,57,30
10940,321,236,21
10900,426,49,26
11724,547,104,22
11433,279,232,17
11331,68,229,14
10528,325,33,21
11993,420,84,17
10164,478,56,16
10260,446,11,12
10211,250,70,17
11598,386,34,13
11357,204,34,25
10232,4,129,12
11934,140,104,22
11554,597,18,15
10483,202,39,13
11178,55,160,20
10022,145,235,19
10960,401,16,22
11359,97,158,20
11375,37,44,18
10109,397,140,23
11078,52,44,19
10030,234,231,24
11258,512,130,23
10573,317,48,21
11766,280,208,14
10317,93,234,18
10297,248,221,18
10419,458,225,16
10659,309,221,24
11961,545,67,21
11224,190,66,15
11322,443,76,14
11732,130,31,14
11550,391,98,23
10393,328,46,17
10526,177,67,25
10595,545,112,25
10815,157,10,17
10869,229,65,23
11058,575,104,19
11275,299,198,18
10683,409,76,16
10081,450,8,16
11809,67,203,14
11077,325,13,27
11933,445,105,19
10403,503,48,26
11725,173,71,20
10884,263,73,26
10521,354,108,21
10666,534,79,19
10571,573,17,22
11597,278,38,16
10609,538,142,28
11648,79,156,29
10535,546,74,26
10871,554,217,22
11506,369,244,21
10480,585,242,26
11478,195,46,24
11166,17,99,14
10292,323,113,33
11966,48,13,18
11108,63,126,18
11024,537,179,24
11271,446,120,12
11166,400,82,17
11609,252,32,14
10243,15,195,20
11865,390,63,21
10592,104,118,15
10210,21,2,22
10876,435,236,20
10630,449,5,23
10636,350,247,20
11039,494,82,25
10633,134,156,18
10768,271,93,21
10548,65,202,24
10167,159,39,23
10298,36,214,33
11714,148,248,22
11830,113,150,16
10712,278,42,20
11538,379,247,20
11747,286,58,26
10051,20,62,18
11560,517,216,19
10735,463,9,22
11718,73,247,20
10032,348,175,19
10007,318,160,22
10086,286,172,19
11610,480,119,22
10689,428,161,21
11574,520,195,24
10481,46,186,8
11637,85,10,18
11047,253,187,25
10937,590,154,21
10485,490,229,18
11493,508,116,9
10534,550,76,19
11935,259,214,19
10265,592,99,19
11453,182,168,15
11128,18,161,16
11950,507,189,25
10616,594,133,13
10665,451,189,14
10365,79,168,20
10854,378,58,23
10604,190,211,26
10793,332,221,14
10617,574,164,14
11835,74,194,19
11380,372,191,21
11719,252,208,27
10737,480,172,18
10648,248,127,20
11792,457,20,20
10078,184,111,20
11929,335,197,16
11861,579,114,30
11397,277,41,18
11816,505,166,23
11690,596,77,16
10578,64,183,14
10126,386,41,20
11997,469,182,17
11828,300,39,20
11130,284,58,19
10288,383,85,24
11027,145,132,23
10205,187,43,16
11625,215,226,21
10118,22,91,16
11007,31,63,18
10952,318,11,16
11779,560,199,13
11275,489,52,18
11795,243,193,22
11323,1,193,25
10138,287,233,22
10400,506,21,15
10074,201,26,27
10810,311,215,26
11996,52,31,29
11657,398,139,15
11328,241,168,27
10449,582,183,26
10901,176,44,18
10636,456,171,18
11536,536,239,16
11853,54,52,22
11774,3,86,22
11298,307,112,13
10872,267,100,19
10312,115,138,27
11118,548,35,18
10751,430,249,18
11218,302,162,15
10594,82,16,10
10718,7,12,13
11592,523,172,26
11280,188,163,31
11590,578,131,18
10143,254,19,13
11671,291,65,24
10174,398,150,18
10254,5,58,29
11451,521,198,21
10727,386,242,24
10064,472,158,19
10618,136,132,24
11399,486,23,24
11250,45,129,24
11758,33,192,18
11564,420,90,21
10581,195,159,23
11904,19,67,30
10214,90,177,18
10542,156,12,18
11973,411,248,18
11939,487,240,22
10466,280,2,14
10445,158,207,29
10617,407,83,18
10805,541,79,18
10973,383,52,25
11374,568,111,24
11025,582,117,18
10479,476,145,24
10145,115,83,21
11713,316,134,22
10031,14,18,18
11452,382,161,23
10190,122,196,25
10822,287,179,12
11764,523,135,17
11165,300,235,17
10606,497,32,22
10121,354,198,18
10977,279,5,23
10618,405,116,29
11250,61,177,18
11028,168,14,21
11378,131,212,20
11458,49,120,15
10630,468,79,22
11285,359,138,16
11247,299,10,16
11348,54,150,12
10507,372,42,18
11298,527,212,25
10597,207,118,17
11848,133,220,15
11873,397,159,19
10055,188,235,32
10909,254,16,16
11890,400,42,18
10648,412,206,22
11321,286,248,24
11644,244,136,23
11770,6,172,14
10651,252,76,27
11237,430,122,14
10162,1,178,21
11622,64,119,24
10950,316,49,17
10677,417,156,16
11154,209,37,18
10726,418,228,21
11262,143,232,22
11163,524,108,22
11202,151,62,22
10980,217,82,26
11283,586,43,15
10708,217,179,17
10597,117,246,25
10226,243,116,14
11622,7,187,17
10495,450,11,18
11213,478,176,23
11881,301,200,20
11311,79,121,18
11824,175,183,12
10079,26,71,21
11310,248,56,21
11314,164,124,15
11079,457,181,18
10349,281,64,22
10776,58,143,11
10689,262,92,12
10886,13,24,18
10155,587,246,20
11272,226,134,18
11810,231,208,23
10222,102,119,23
11214,523,85,23
11853,524,225,13
10931,532,10,28
10702,172,101,24
10766,458,142,22
10999,357,132,27
10887,517,188,13
11021,470,232,16
11978,92,84,24
10733,283,95,28
11769,341,68,16
10180,529,97,18
10178,334,43,18
11650,583,19,22
10607,123,240,26
10086,16,43,16
11397,32,125,13
10291,248,126,30
10534,582,207,16
11966,224,74,26
10391,55,165,16
10337,44,20,27
11654,568,236,18
11196,434,91,29
10851,373,224,20
11859,399,106,19
10738,580,64,17
11812,171,214,24
11495,78,209,15
10508,75,221,25
11851,101,49,20
10351,396,228,23
11401,258,36,19
10050,404,15,22
11058,538,67,15
10739,235,214,21
11128,317,127,20
10892,344,153,23
10024,161,86,22
11065,553,136,14
11399,474,122,25
10640,562,23,22
10819,390,175,21
10536,165,52,19
10895,120,46,15
11488,524,109,18
11925,576,5,16
11071,469,184,27
10038,581,163,28
10559,207,1,17
10822,553,229,16
11776,187,213,25
11375,113,70,22
11926,43,47,18
11976,475,169,18
10232,152,68,20
10725,303,37,16
10218,273,48,21
11776,121,224,24
11136,278,56,24
10725,147,14,19
10342,433,147,30
10164,392,112,14
10470,280,31,19
10865,263,112,20
11992,471,104,19
11394,102,44,22
10812,73,241,20
11027,507,248,25
10788,581,205,16
10576,72,195,22
10657,168,194,29
10933,251,192,22
10758,574,163,21
10580,261,245,22
11859,538,74,33
11465,565,188,18
10286,187,150,22
10247,400,16,16
10167,227,169,25
10097,552,206,21
10196,267,144,16
10053,292,175,20
11761,455,137,19
10050,253,89,22
10024,577,160,19
10807,107,88,12
11643,172,16,19
11359,58,112,22
10764,41,94,20
11282,594,168,24
11928,418,23,22
10476,443,140,18
11395,523,64,20
11595,157,44,19
10198,316,126,13
11446,423,211,18
10283,193,174,22
10869,563,153,20
11428,146,151,13
11587,488,177,24
10940,572,189,22
10592,174,154,27
11911,417,183,26
10437,587,130,22
10862,345,20,19
11551,466,214,18
11395,310,219,25
10717,3,112,24
11991,123,8,23
10610,512,133,19
10007,384,20,12
10544,253,221,18
10154,481,92,15
11963,49,126,21
10198,251,80,30
11411,3,140,24
11720,497,115,19
11624,328,186,16
10661,17,212,18
10383,457,247,16
11373,411,29,22
10469,246,144,16
10963,56,178,23
10204,342,95,22
11735,348,224,19
11370,351,96,23
10227,532,101,21
11366,156,22,22
11075,189,87,17
10526,57,182,25
11572,431,174,21
11760,543,75,26
11859,206,18,13
10494,329,139,17
10160,443,23,11
10827,527,13,26
10690,567,25,23
11115,91,219,21
10824,471,74,15
10242,65,138,19
10845,294,62,30
11280,12,36,29
11491,36,38,23
10292,397,77,17
10344,59,120,27
11682,350,41,15
10866,58,107,12
11016,117,31,21
10719,202,146,14
10273,336,154,20
10586,22,78,22
11264,540,116,22
11686,475,131,23
11289,456,140,17
11784,587,230,17
11687,548,8,20
11833,432,59,23
10307,41,177,21
11599,236,92,19
10370,437,45,16
11351,185,144,29
11513,160,31,16
10606,264,85,12
10047,13,66,23
11075,455,174,23
11545,39,68,20
11213,155,214,28
10070,177,170,12
11335,584,244,19
11632,523,234,25
11454,40,125,23
11213,252,191,25
11078,156,210,19
11554,42,186,27
